age,employment,gender,race,household_income,education,state,vote_trump
35,0,1,1,"Less than $14,999",High school graduate,OR,0
32,0,1,1,"Less than $14,999",High school graduate,CT,0
65,0,1,1,"$150,000 to $174,999","Completed some college, but no degree",NJ,0
20,1,1,0,"$95,000 to $99,999","Completed some college, but no degree",IL,0
73,0,1,1,"$150,000 to $174,999",More than College,CA,1
38,0,1,1,"$30,000 to $34,999",More than College,AL,1
51,1,1,0,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",FL,1
65,0,0,0,"$50,000 to $54,999","Completed some graduate, but no degree",TN,1
39,1,1,1,"$175,000 to $199,999",More than College,MI,1
58,0,1,1,"$30,000 to $34,999",Middle School or less,WV,0
63,0,1,1,"$70,000 to $74,999",High school graduate,OH,1
68,0,1,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",FL,0
69,0,1,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NV,0
39,0,1,1,"$15,000 to $19,999",High school graduate,CT,0
39,1,0,0,"$100,000 to $124,999","Completed some graduate, but no degree",CA,0
68,0,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",VA,0
24,1,1,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,0
50,1,0,0,"$15,000 to $19,999","Completed some college, but no degree",FL,0
57,1,0,1,"$95,000 to $99,999","Completed some college, but no degree",FL,0
35,0,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",IN,0
51,1,1,1,"$75,000 to $79,999",High school graduate,MI,1
72,0,0,1,"Less than $14,999","Completed some college, but no degree",LA,0
29,1,1,0,"$45,000 to $49,999","Completed some college, but no degree",HI,1
78,0,1,1,"$40,000 to $44,999",More than College,IN,1
60,0,1,1,"Less than $14,999","Completed some college, but no degree",GA,1
48,0,0,1,"$15,000 to $19,999",More than College,GA,0
65,0,1,1,"$200,000 to $249,999",More than College,CT,1
63,1,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",PA,1
45,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,0
70,0,1,1,"$15,000 to $19,999",High school graduate,NC,1
39,1,1,1,"$100,000 to $124,999",More than College,NY,1
73,0,1,1,"$250,000 and above",More than College,MA,0
45,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",MD,1
40,0,0,0,"$15,000 to $19,999","Completed some graduate, but no degree",OH,0
69,0,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",NY,1
31,1,1,1,"$150,000 to $174,999",More than College,TN,0
36,1,0,1,"$50,000 to $54,999",More than College,GA,0
39,1,1,1,"$200,000 to $249,999",More than College,WA,1
41,0,0,0,"Less than $14,999",Completed some high school,FL,0
37,0,1,0,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NC,0
59,0,0,1,"$75,000 to $79,999",High school graduate,WV,1
71,1,0,1,"$200,000 to $249,999",More than College,FL,1
58,0,0,1,"$15,000 to $19,999",High school graduate,MN,0
65,0,0,1,"$50,000 to $54,999","Completed some college, but no degree",IN,1
45,1,0,1,"$15,000 to $19,999","Completed some college, but no degree",OH,0
46,0,0,1,"$125,000 to $149,999",More than College,FL,0
41,1,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",NY,0
31,1,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,0
67,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",ME,1
66,0,0,1,"$80,000 to $84,999","Completed some college, but no degree",FL,0
63,0,0,1,"$20,000 to $24,999",High school graduate,RI,1
61,1,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",VA,1
75,0,0,1,"$60,000 to $64,999",More than College,PA,1
46,0,0,1,"$50,000 to $54,999","Completed some college, but no degree",OH,1
79,1,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,1
67,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",VA,1
31,0,0,1,"Less than $14,999","Completed some college, but no degree",IL,1
41,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KY,0
24,1,1,0,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",SC,0
44,0,1,1,"$30,000 to $34,999",Completed some high school,CO,1
81,0,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CO,1
57,1,0,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",GA,0
44,1,1,1,"$200,000 to $249,999",More than College,NY,0
60,0,0,1,"$50,000 to $54,999",High school graduate,NY,1
68,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",KS,0
20,0,1,1,"$15,000 to $19,999",Completed some high school,AZ,0
28,0,1,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,1
56,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",DE,0
75,0,1,1,"$50,000 to $54,999","Completed some college, but no degree",TX,0
29,1,0,1,"$150,000 to $174,999",More than College,CA,1
40,1,1,1,"$175,000 to $199,999",More than College,TX,0
56,1,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",NC,1
40,1,1,1,"$200,000 to $249,999",More than College,NY,1
19,0,1,1,"$40,000 to $44,999",Completed some high school,WV,1
38,1,0,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MD,1
57,1,1,0,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",VT,0
31,0,1,1,"$45,000 to $49,999","Completed some college, but no degree",NC,0
61,1,1,1,"$250,000 and above","Completed some graduate, but no degree",WI,1
37,0,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",IL,0
52,1,1,1,"$70,000 to $74,999",High school graduate,PA,1
46,1,1,1,"$85,000 to $89,999","Completed some graduate, but no degree",SC,1
30,0,0,1,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IL,0
71,0,1,1,"$75,000 to $79,999","Completed some college, but no degree",PA,1
61,0,1,1,"Less than $14,999",Completed some high school,LA,1
62,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MN,0
66,1,0,1,"$30,000 to $34,999",Completed some high school,TX,1
60,1,1,1,"$45,000 to $49,999",High school graduate,IL,0
77,0,1,1,"$45,000 to $49,999","Completed some graduate, but no degree",MO,1
61,0,1,1,"$20,000 to $24,999",More than College,NC,0
30,0,1,1,"$30,000 to $34,999",High school graduate,WV,0
60,0,1,1,"$20,000 to $24,999",High school graduate,OH,0
37,1,1,0,"$50,000 to $54,999","Completed some college, but no degree",VA,0
62,1,0,1,"$150,000 to $174,999","Completed some graduate, but no degree",TX,0
19,1,1,0,"$150,000 to $174,999",High school graduate,OK,0
31,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,0
43,1,1,1,"$250,000 and above",More than College,NY,1
71,0,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",NY,1
63,0,1,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",IL,1
58,1,1,1,"$90,000 to $94,999",Completed some high school,CA,0
58,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,0
37,1,1,1,"$100,000 to $124,999",More than College,NY,1
70,0,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",OH,0
62,1,0,1,"$250,000 and above",High school graduate,KY,1
65,0,1,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",OH,1
32,0,1,1,"$20,000 to $24,999",High school graduate,AZ,1
45,1,0,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MI,1
26,1,1,1,"$40,000 to $44,999",High school graduate,TX,1
69,0,0,1,"$40,000 to $44,999",High school graduate,AL,1
56,0,1,0,"Less than $14,999","College Degree (such as B.A., B.S.)",PA,0
40,1,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NY,1
39,1,1,1,"$125,000 to $149,999",More than College,OH,1
41,1,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,0
63,1,1,1,"$200,000 to $249,999",More than College,VA,0
55,0,0,1,"Less than $14,999","Completed some college, but no degree",OH,0
31,1,1,1,"$65,000 to $69,999","Completed some college, but no degree",TX,0
45,1,1,1,"$125,000 to $149,999",More than College,NJ,1
69,0,1,0,"$60,000 to $64,999",More than College,VA,1
70,0,1,1,"$50,000 to $54,999",More than College,ID,1
49,0,1,0,"Less than $14,999",Completed some high school,CA,0
54,1,0,1,"$35,000 to $39,999","Completed some college, but no degree",SC,1
29,0,0,1,"Less than $14,999",High school graduate,NC,0
64,0,1,1,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",AZ,0
47,1,1,1,"$250,000 and above","College Degree (such as B.A., B.S.)",CA,1
69,0,0,1,"$40,000 to $44,999",High school graduate,IN,1
21,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",WA,0
40,1,1,1,"$20,000 to $24,999",High school graduate,NJ,1
62,0,1,1,"$20,000 to $24,999",High school graduate,WI,0
42,0,0,1,"$35,000 to $39,999",High school graduate,NE,1
54,0,1,0,"$80,000 to $84,999",High school graduate,GA,1
62,1,1,0,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",HI,0
47,0,0,1,"$20,000 to $24,999","Completed some graduate, but no degree",IN,1
31,0,1,0,"$25,000 to $29,999","Completed some college, but no degree",IN,0
66,0,1,1,"$90,000 to $94,999","Completed some college, but no degree",OH,0
54,0,1,0,"$45,000 to $49,999","Completed some college, but no degree",IL,0
28,1,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",TX,1
52,0,1,1,"Less than $14,999",High school graduate,CA,0
46,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",NY,0
67,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",TN,1
72,0,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",FL,1
59,1,1,1,"$60,000 to $64,999",More than College,SC,1
65,0,0,1,"$15,000 to $19,999","Completed some graduate, but no degree",KY,1
62,1,1,1,"$50,000 to $54,999",High school graduate,IN,1
60,1,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",OH,1
35,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MI,1
58,0,1,1,"$25,000 to $29,999",High school graduate,OH,1
37,0,0,1,"$75,000 to $79,999",High school graduate,VT,0
31,0,1,1,"Less than $14,999",Completed some high school,NY,1
52,1,1,1,"$50,000 to $54,999","Completed some graduate, but no degree",CA,1
51,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,1
36,1,0,0,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NC,0
69,0,0,1,"$25,000 to $29,999",High school graduate,IN,0
70,0,1,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",TX,0
45,0,1,1,"$75,000 to $79,999",High school graduate,MD,0
27,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",IL,0
38,1,1,1,"$100,000 to $124,999",Completed some high school,TN,1
62,0,1,1,"$35,000 to $39,999","Completed some graduate, but no degree",WA,0
20,1,1,0,"$15,000 to $19,999","Completed some college, but no degree",GA,1
61,0,1,0,"Less than $14,999","Completed some college, but no degree",IL,0
60,1,0,1,"$80,000 to $84,999",High school graduate,WA,1
26,1,1,1,"$15,000 to $19,999",More than College,AR,0
41,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NY,0
73,0,0,1,"$25,000 to $29,999","Completed some graduate, but no degree",MD,0
34,1,0,1,"$70,000 to $74,999",More than College,ME,0
31,1,1,1,"Less than $14,999",Completed some high school,TN,1
21,0,0,1,"Less than $14,999",Completed some high school,MI,0
62,0,0,1,"$35,000 to $39,999","Completed some college, but no degree",FL,0
65,0,0,1,"$25,000 to $29,999",High school graduate,MD,1
41,0,1,1,"Less than $14,999",Completed some high school,TN,0
72,0,1,1,"$60,000 to $64,999","Completed some college, but no degree",OH,0
35,0,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",MI,0
29,0,0,0,"$15,000 to $19,999",More than College,IL,0
62,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NJ,0
68,0,0,1,"Less than $14,999",High school graduate,MI,0
29,1,1,1,"$100,000 to $124,999",High school graduate,MO,1
48,1,0,1,"Less than $14,999",More than College,WA,1
67,1,0,1,"$175,000 to $199,999","Completed some graduate, but no degree",MA,1
59,0,0,0,"$75,000 to $79,999",High school graduate,OH,0
20,0,1,0,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NV,0
33,0,0,0,"$35,000 to $39,999",High school graduate,AL,0
76,0,0,1,"$35,000 to $39,999",High school graduate,SC,1
22,0,1,0,"Less than $14,999",Completed some high school,FL,0
28,0,0,0,"Less than $14,999",Completed some high school,NY,0
37,1,0,1,"$100,000 to $124,999",More than College,NY,1
73,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",AZ,0
34,0,0,1,"$75,000 to $79,999",High school graduate,WI,0
38,0,1,0,"$45,000 to $49,999","Completed some college, but no degree",IN,0
52,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MI,0
49,1,1,1,"$125,000 to $149,999",More than College,NC,1
74,0,0,1,"$20,000 to $24,999","Completed some graduate, but no degree",IL,1
69,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",VA,1
62,0,0,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",VT,0
74,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",IL,0
23,1,0,1,"$40,000 to $44,999",High school graduate,TX,0
45,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,0
67,0,0,1,"$35,000 to $39,999",High school graduate,MN,0
18,0,1,0,"$125,000 to $149,999",High school graduate,IL,0
36,0,0,0,"$25,000 to $29,999","Completed some college, but no degree",TX,0
56,0,1,1,"$50,000 to $54,999","Completed some college, but no degree",PA,1
45,1,1,1,"$80,000 to $84,999",More than College,CA,1
67,0,1,1,"$45,000 to $49,999","Completed some college, but no degree",CA,0
63,0,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MN,1
57,0,1,1,"$80,000 to $84,999",More than College,FL,0
40,1,1,1,"$150,000 to $174,999",More than College,VA,0
58,0,0,1,"Less than $14,999","Completed some college, but no degree",TX,1
61,0,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,0
49,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",SC,1
23,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",MN,0
67,0,1,1,"Less than $14,999",High school graduate,IL,0
58,1,1,1,"$150,000 to $174,999",More than College,HI,1
28,1,1,0,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,1
66,0,0,1,"$125,000 to $149,999","Completed some college, but no degree",CA,0
43,1,0,1,"$35,000 to $39,999",High school graduate,OH,0
71,0,0,1,"$35,000 to $39,999",Completed some high school,NJ,1
61,0,1,1,"$70,000 to $74,999","Completed some graduate, but no degree",VA,0
32,1,1,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NE,1
66,0,1,1,"$60,000 to $64,999","Completed some college, but no degree",IN,0
53,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",WV,0
60,1,1,1,"$125,000 to $149,999",More than College,OR,0
73,0,1,1,"$95,000 to $99,999","Completed some graduate, but no degree",PA,0
68,0,1,1,"$95,000 to $99,999","Completed some graduate, but no degree",MD,0
58,0,0,1,"Less than $14,999","Completed some college, but no degree",OH,0
48,1,1,1,"$250,000 and above",More than College,NY,1
40,1,1,1,"$100,000 to $124,999",More than College,KS,1
46,1,0,1,"$55,000 to $59,999","Completed some graduate, but no degree",PA,1
21,0,0,1,"$90,000 to $94,999","Completed some college, but no degree",IN,0
73,0,0,1,"$65,000 to $69,999",High school graduate,WI,0
64,0,1,1,"$40,000 to $44,999",High school graduate,IN,1
58,0,1,1,"$25,000 to $29,999",High school graduate,MI,0
40,1,1,1,"$200,000 to $249,999",More than College,CA,1
38,0,1,1,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",OR,0
66,0,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,0
69,0,1,1,"$35,000 to $39,999","Completed some graduate, but no degree",PA,1
65,0,0,1,"$25,000 to $29,999","Completed some college, but no degree",CA,0
79,0,0,0,"$20,000 to $24,999",High school graduate,DC,0
28,1,1,1,"$25,000 to $29,999","Completed some graduate, but no degree",GA,0
63,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,1
63,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",MI,0
72,0,1,1,"$85,000 to $89,999","Completed some graduate, but no degree",CO,1
50,1,1,1,"$75,000 to $79,999",More than College,CA,1
35,1,0,1,"$75,000 to $79,999",More than College,NY,0
58,0,1,1,"$50,000 to $54,999","Completed some college, but no degree",FL,0
63,0,1,1,"$40,000 to $44,999","Completed some college, but no degree",KY,0
59,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OK,1
57,1,0,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",MA,0
34,1,1,1,"$30,000 to $34,999",High school graduate,NY,1
18,0,1,1,"Less than $14,999",High school graduate,CA,0
40,1,1,1,"$100,000 to $124,999",More than College,CA,1
50,1,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,1
37,1,0,1,"$75,000 to $79,999","Completed some college, but no degree",IA,0
44,1,1,1,"$35,000 to $39,999",High school graduate,UT,0
60,1,0,1,"$50,000 to $54,999","Completed some college, but no degree",IL,1
60,0,0,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",FL,1
57,0,1,1,"$25,000 to $29,999",High school graduate,WA,0
43,0,1,0,"$40,000 to $44,999","Completed some graduate, but no degree",FL,0
40,0,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,0
35,1,0,0,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AZ,1
22,1,1,0,"$20,000 to $24,999",High school graduate,CA,0
32,0,1,0,"$25,000 to $29,999","Completed some college, but no degree",CA,0
57,0,0,0,"$55,000 to $59,999",High school graduate,TX,0
49,0,1,1,"Less than $14,999",High school graduate,OH,0
37,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,1
66,0,0,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",WA,1
18,0,0,0,"$70,000 to $74,999","Completed some college, but no degree",IL,0
45,0,0,1,"$25,000 to $29,999",Completed some high school,OH,1
64,0,0,1,"$20,000 to $24,999",Completed some high school,MO,0
36,1,0,1,"$100,000 to $124,999","Completed some college, but no degree",TX,1
37,1,1,1,"$15,000 to $19,999","Completed some college, but no degree",TN,0
59,0,1,1,"$15,000 to $19,999",High school graduate,CO,1
22,0,0,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,0
26,0,1,1,"Less than $14,999","Completed some college, but no degree",CA,0
37,0,1,0,"$30,000 to $34,999",High school graduate,LA,0
37,1,1,1,"$75,000 to $79,999","Completed some college, but no degree",AZ,1
50,0,1,0,"$100,000 to $124,999",More than College,NY,0
33,1,0,1,"$45,000 to $49,999",High school graduate,NJ,0
30,1,0,0,"Less than $14,999","Completed some graduate, but no degree",MA,1
29,1,1,1,"$50,000 to $54,999",More than College,OR,0
30,0,0,1,"$200,000 to $249,999",More than College,MO,1
76,0,0,1,"$25,000 to $29,999",High school graduate,FL,1
41,1,1,1,"$250,000 and above",More than College,VA,1
61,0,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",AZ,0
28,1,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NV,0
38,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,1
31,1,1,1,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",PA,0
33,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",FL,0
38,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",MD,1
64,0,0,1,"$55,000 to $59,999","Completed some graduate, but no degree",LA,0
41,1,1,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,1
40,0,0,1,"$25,000 to $29,999",High school graduate,WI,0
72,0,0,1,"$20,000 to $24,999",High school graduate,AR,1
25,1,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NE,0
68,0,0,1,"$60,000 to $64,999",High school graduate,IL,0
28,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,0
61,1,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,0
40,1,1,1,"$250,000 and above",More than College,NY,1
35,1,0,1,"$125,000 to $149,999",High school graduate,CA,1
40,1,1,1,"$125,000 to $149,999",More than College,DC,0
34,1,0,1,"$100,000 to $124,999",More than College,MD,0
30,0,0,1,"Less than $14,999","Completed some college, but no degree",WV,0
39,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",VA,0
31,1,0,1,"$20,000 to $24,999","Completed some college, but no degree",NM,0
40,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",CO,1
26,1,0,1,"$150,000 to $174,999","Completed some college, but no degree",CA,0
62,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,0
41,1,1,1,"$200,000 to $249,999",More than College,WI,1
27,1,0,1,"$30,000 to $34,999","Completed some college, but no degree",TN,0
22,0,0,1,"$30,000 to $34,999",Completed some high school,WA,1
32,1,1,1,"$40,000 to $44,999",High school graduate,NC,1
41,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",FL,0
70,0,0,0,"$60,000 to $64,999","Completed some graduate, but no degree",MA,0
33,1,0,0,"$100,000 to $124,999","Completed some college, but no degree",DC,0
68,0,1,1,"$50,000 to $54,999","Completed some college, but no degree",FL,0
20,0,0,1,"Less than $14,999","Completed some college, but no degree",NE,0
39,1,1,1,"$200,000 to $249,999",More than College,PA,1
67,1,0,1,"$100,000 to $124,999","Completed some college, but no degree",MS,1
82,0,0,1,"$35,000 to $39,999",High school graduate,FL,0
74,0,1,1,"$250,000 and above",More than College,CT,1
22,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",OH,1
31,0,0,0,"$40,000 to $44,999","Completed some college, but no degree",TX,0
74,0,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,1
37,0,0,1,"$40,000 to $44,999",High school graduate,GA,1
40,1,1,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KY,0
44,0,1,1,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,0
67,0,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",WI,0
21,0,1,1,"Less than $14,999",Completed some high school,AZ,0
45,0,0,0,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,1
52,0,1,1,"$45,000 to $49,999","Completed some college, but no degree",UT,0
39,1,1,1,"$200,000 to $249,999",More than College,NY,1
52,0,0,1,"Less than $14,999",More than College,NY,1
67,0,0,0,"$15,000 to $19,999","Completed some graduate, but no degree",MI,0
46,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",IA,0
52,0,1,1,"$25,000 to $29,999",Completed some high school,CT,0
38,1,1,1,"$200,000 to $249,999",More than College,NY,1
46,1,1,0,"$200,000 to $249,999",More than College,IL,0
55,0,1,1,"Less than $14,999",High school graduate,NY,0
59,0,0,1,"$15,000 to $19,999","Completed some college, but no degree",CA,0
63,0,0,0,"$100,000 to $124,999","Completed some college, but no degree",IL,0
23,1,1,0,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,1
35,0,0,0,"$20,000 to $24,999",More than College,CA,1
63,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",CA,1
52,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",IL,1
48,0,0,1,"$55,000 to $59,999","Completed some college, but no degree",FL,1
34,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,0
60,0,1,1,"Less than $14,999","Completed some college, but no degree",IN,1
59,0,0,1,"Less than $14,999",Completed some high school,CA,0
47,0,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NY,0
59,1,1,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,0
63,0,1,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NJ,0
45,1,0,1,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,0
36,1,1,1,"$25,000 to $29,999",Completed some high school,CO,0
40,0,1,1,"Less than $14,999",High school graduate,OH,1
35,1,1,0,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",MA,0
25,1,0,0,"Less than $14,999","Completed some college, but no degree",IL,0
43,0,1,1,"$35,000 to $39,999","Completed some graduate, but no degree",UT,0
41,0,1,0,"Less than $14,999","Completed some graduate, but no degree",IL,0
60,0,0,1,"Less than $14,999",High school graduate,VT,0
34,0,0,1,"$50,000 to $54,999",Completed some high school,FL,0
18,0,0,1,"$80,000 to $84,999","Completed some graduate, but no degree",CA,0
29,1,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",NC,1
62,0,0,0,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,0
25,1,0,0,"$70,000 to $74,999","Completed some college, but no degree",MD,0
68,0,1,1,"$20,000 to $24,999","Completed some graduate, but no degree",FL,0
32,1,1,0,"$125,000 to $149,999","Completed some college, but no degree",IL,0
29,0,0,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,0
50,0,0,1,"$250,000 and above","Completed some graduate, but no degree",NE,0
28,0,0,0,"Less than $14,999",High school graduate,WI,0
27,1,0,0,"$70,000 to $74,999","Completed some graduate, but no degree",UT,0
22,1,1,1,"$35,000 to $39,999",High school graduate,AZ,0
69,0,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",TX,1
38,0,1,1,"$45,000 to $49,999",More than College,CA,1
38,0,0,0,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",MO,0
47,1,0,1,"$50,000 to $54,999",More than College,CT,0
20,0,1,1,"$30,000 to $34,999",High school graduate,CA,0
26,1,1,0,"$25,000 to $29,999",High school graduate,NV,0
66,0,0,1,"$65,000 to $69,999","Completed some graduate, but no degree",NH,1
70,0,0,1,"$70,000 to $74,999","Completed some college, but no degree",CA,1
67,0,0,1,"$20,000 to $24,999",High school graduate,TX,0
39,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,0
26,0,1,1,"$30,000 to $34,999",High school graduate,MO,0
44,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CT,0
31,1,0,1,"$40,000 to $44,999",Completed some high school,MI,0
31,1,0,1,"$35,000 to $39,999",Completed some high school,UT,1
40,1,1,1,"$200,000 to $249,999",More than College,MI,1
64,0,0,1,"$60,000 to $64,999",High school graduate,TX,1
34,1,0,0,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",TX,0
38,1,0,1,"$250,000 and above","College Degree (such as B.A., B.S.)",WA,0
32,1,0,0,"Less than $14,999",High school graduate,OH,0
59,1,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",MO,0
61,1,0,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",IL,1
18,0,1,0,"Less than $14,999",High school graduate,NY,0
26,0,0,0,"$40,000 to $44,999","Completed some graduate, but no degree",TX,0
18,0,1,1,"$100,000 to $124,999",Completed some high school,NJ,0
35,0,0,0,"$45,000 to $49,999","Completed some college, but no degree",FL,0
70,0,1,1,"$20,000 to $24,999","Completed some graduate, but no degree",CA,0
49,0,0,1,"$100,000 to $124,999",High school graduate,FL,1
50,1,1,1,"$45,000 to $49,999","Completed some college, but no degree",OH,1
18,0,0,0,"$175,000 to $199,999",Completed some high school,CA,0
32,0,0,1,"$30,000 to $34,999",Completed some high school,UT,1
45,0,1,1,"Less than $14,999",Completed some high school,KY,1
65,0,1,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",OH,0
